Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,
980,CA-2018-157035,12/9/2018,12/12/2018,First Class,KB-16600,United States,47201,Central,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,34.02,3,0,16.6698,0
981,CA-2019-144939,10/3/2019,10/8/2019,Standard Class,EB-13870,United States,10035,East,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,599.292,6,0.1,93.2232,59.9292
982,CA-2017-163419,11/11/2017,11/14/2017,Second Class,TZ-21580,United States,80027,West,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",3.392,1,0.2,0.8056,0.6784
983,CA-2017-163419,11/11/2017,11/14/2017,Second Class,TZ-21580,United States,80027,West,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),559.984,2,0.2,55.9984,111.9968
984,CA-2017-163419,11/11/2017,11/14/2017,Second Class,TZ-21580,United States,80027,West,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",603.92,5,0.2,75.49,120.784
985,CA-2020-100314,9/29/2020,10/5/2020,Standard Class,AS-10630,United States,77506,Central,OFF-LA-10001569,Office Supplies,Labels,Avery 499,7.968,2,0.2,2.5896,1.5936
986,CA-2020-100314,9/29/2020,10/5/2020,Standard Class,AS-10630,United States,77506,Central,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",27.968,4,0.2,9.4392,5.5936
987,CA-2020-100314,9/29/2020,10/5/2020,Standard Class,AS-10630,United States,77506,Central,TEC-MA-10003066,Technology,Machines,Wasp CCD Handheld Bar Code Reader,336.51,3,0.4,44.868,134.604
988,CA-2018-146829,3/10/2018,3/10/2018,Same Day,TS-21340,United States,77041,Central,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,1.112,2,0.8,-1.8904,0.8896
989,CA-2020-167899,5/21/2020,5/26/2020,Standard Class,JG-15805,United States,13021,East,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,520.05,5,0,72.807,0
990,CA-2020-167899,5/21/2020,5/26/2020,Standard Class,JG-15805,United States,13021,East,OFF-AR-10001988,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,17.97,3,0,5.2113,0
991,CA-2018-153549,3/29/2018,3/31/2018,Second Class,SL-20155,United States,32216,South,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1166.92,5,0.2,131.2785,233.384
992,CA-2019-110023,9/9/2019,9/11/2019,First Class,TS-21610,United States,10024,East,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,14.624,2,0.2,5.484,2.9248
993,CA-2019-105585,8/26/2019,8/27/2019,First Class,RF-19735,United States,95123,West,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,10.23,3,0,4.9104,0
994,CA-2019-105585,8/26/2019,8/27/2019,First Class,RF-19735,United States,95123,West,OFF-PA-10003625,Office Supplies,Paper,Xerox 1979,154.9,5,0,69.705,0
995,CA-2017-117639,5/21/2017,5/25/2017,Standard Class,MW-18235,United States,23464,South,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,2715.93,7,0,1276.4871,0
996,CA-2017-117639,5/21/2017,5/25/2017,Standard Class,MW-18235,United States,23464,South,TEC-PH-10001530,Technology,Phones,Plantronics Voyager Pro Legend,617.97,3,0,173.0316,0
997,CA-2018-162537,10/28/2018,11/3/2018,Standard Class,RD-19585,United States,42420,South,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,10.67,1,0,4.9082,0
998,CA-2018-162537,10/28/2018,11/3/2018,Standard Class,RD-19585,United States,42420,South,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,36.63,3,0,9.8901,0
999,CA-2018-162537,10/28/2018,11/3/2018,Standard Class,RD-19585,United States,42420,South,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,24.1,5,0,9.158,0
1000,CA-2018-162537,10/28/2018,11/3/2018,Standard Class,RD-19585,United States,42420,South,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,33.11,7,0,12.9129,0
1001,CA-2019-155488,11/13/2019,11/17/2019,Standard Class,FM-14290,United States,98661,West,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,44.02,2,0,11.4452,0
1002,CA-2018-124891,7/31/2018,7/31/2018,Same Day,RH-19495,United States,10024,East,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,2309.65,7,0,762.1845,0
1003,CA-2018-124891,7/31/2018,7/31/2018,Same Day,RH-19495,United States,10024,East,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1090.782,7,0.4,-290.8752,436.3128
1004,CA-2018-124891,7/31/2018,7/31/2018,Same Day,RH-19495,United States,10024,East,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,19.44,3,0,9.3312,0
1005,CA-2018-126445,8/27/2018,8/31/2018,Standard Class,RA-19945,United States,92563,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,484.65,3,0,92.0835,0
1006,CA-2018-111199,11/13/2018,11/17/2018,Standard Class,JK-15730,United States,28540,South,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,115.296,3,0.2,40.3536,23.0592
1007,CA-2018-105312,11/6/2018,11/9/2018,First Class,MT-17815,United States,85254,West,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",7.08,3,0.2,2.478,1.416
1008,CA-2018-105312,11/6/2018,11/9/2018,First Class,MT-17815,United States,85254,West,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,4.401,3,0.7,-3.5208,3.0807
1009,US-2020-106705,12/26/2020,1/1/2021,Standard Class,PO-18850,United States,52601,Central,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",44.75,5,0,20.585,0
1010,CA-2020-135034,8/1/2020,8/3/2020,First Class,AT-10735,United States,60653,Central,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,95.984,2,0.2,5.999,19.1968
1011,CA-2017-158540,11/24/2017,11/26/2017,First Class,VG-21790,United States,92037,West,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",151.72,4,0,27.3096,0
1012,CA-2020-118437,6/17/2020,6/21/2020,Second Class,PF-19165,United States,98502,West,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",155.25,3,0,46.575,0
1013,CA-2020-118437,6/17/2020,6/21/2020,Second Class,PF-19165,United States,98502,West,OFF-ST-10003722,Office Supplies,Storage,Project Tote Personal File,14.03,1,0,4.0687,0
1014,US-2018-126214,12/21/2018,12/24/2018,Second Class,JS-15880,United States,98103,West,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,1618.37,13,0,356.0414,0
1015,US-2018-126214,12/21/2018,12/24/2018,Second Class,JS-15880,United States,98103,West,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,99.6,1,0,36.852,0
1016,CA-2018-133025,9/17/2018,9/19/2018,Second Class,MO-17800,United States,90036,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,32.4,5,0,15.552,0
1017,CA-2018-108665,7/6/2018,7/10/2018,Standard Class,KM-16225,United States,10011,East,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,13.96,2,0,6.7008,0
1018,CA-2018-108665,7/6/2018,7/10/2018,Standard Class,KM-16225,United States,10011,East,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",155.82,3,0,63.8862,0
1019,CA-2018-108665,7/6/2018,7/10/2018,Standard Class,KM-16225,United States,10011,East,TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,124.95,5,0,2.499,0
1020,CA-2018-108665,7/6/2018,7/10/2018,Standard Class,KM-16225,United States,10011,East,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,601.65,5,0,156.429,0
1021,CA-2018-124450,4/27/2018,5/3/2018,Standard Class,GT-14710,United States,20016,East,OFF-AR-10001166,Office Supplies,Art,Staples in misc. colors,22.74,3,0,8.8686,0
1022,CA-2018-124450,4/27/2018,5/3/2018,Standard Class,GT-14710,United States,20016,East,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,1267.53,3,0,316.8825,0
1023,CA-2018-124450,4/27/2018,5/3/2018,Standard Class,GT-14710,United States,20016,East,TEC-MA-10004212,Technology,Machines,Cisco SPA525G2 5-Line IP Phone,1379.92,8,0,648.5624,0
1024,CA-2018-167269,6/16/2018,6/20/2018,Standard Class,PB-19150,United States,19134,East,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,6.208,2,0.2,2.1728,1.2416
1025,CA-2020-106964,12/17/2020,12/20/2020,First Class,HR-14770,United States,90045,West,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,11.808,2,0.2,4.2804,2.3616
1026,CA-2019-126529,1/11/2019,1/13/2019,Second Class,DE-13255,United States,45503,East,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,15.552,3,0.2,5.4432,3.1104
1027,CA-2019-126529,1/11/2019,1/13/2019,Second Class,DE-13255,United States,45503,East,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,63.312,3,0.2,20.5764,12.6624
1028,CA-2019-126529,1/11/2019,1/13/2019,Second Class,DE-13255,United States,45503,East,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,15.588,2,0.4,-9.8724,6.2352
1029,CA-2017-163552,7/11/2017,7/15/2017,Standard Class,LA-16780,United States,7601,East,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,177.2,5,0,83.284,0
1030,CA-2017-163552,7/11/2017,7/15/2017,Standard Class,LA-16780,United States,7601,East,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,197.97,3,0,57.4113,0
1031,CA-2017-163552,7/11/2017,7/15/2017,Standard Class,LA-16780,United States,7601,East,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,854.94,3,0,213.735,0
1032,CA-2017-163552,7/11/2017,7/15/2017,Standard Class,LA-16780,United States,7601,East,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,124.11,9,0,52.1262,0
1033,CA-2017-163552,7/11/2017,7/15/2017,Standard Class,LA-16780,United States,7601,East,OFF-LA-10001175,Office Supplies,Labels,Avery 514,14.4,5,0,7.056,0
1034,CA-2019-109820,11/20/2019,11/22/2019,First Class,AG-10390,United States,45231,East,OFF-PA-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,15.696,3,0.2,5.1012,3.1392
1035,CA-2019-109820,11/20/2019,11/22/2019,First Class,AG-10390,United States,45231,East,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,2.628,2,0.7,-1.9272,1.8396
1036,CA-2019-109820,11/20/2019,11/22/2019,First Class,AG-10390,United States,45231,East,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,14.427,3,0.7,-10.5798,10.0989
1037,CA-2019-113061,4/22/2019,4/26/2019,Standard Class,EL-13735,United States,65109,Central,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,86.62,2,0,8.662,0
1038,CA-2018-127418,6/13/2018,6/14/2018,First Class,JJ-15445,United States,90004,West,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,36.624,3,0.2,13.734,7.3248
1039,CA-2020-121818,11/20/2020,11/21/2020,First Class,JH-15430,United States,27217,South,OFF-AR-10000203,Office Supplies,Art,Newell 336,23.968,7,0.2,2.6964,4.7936
1040,CA-2020-121818,11/20/2020,11/21/2020,First Class,JH-15430,United States,27217,South,OFF-AR-10004790,Office Supplies,Art,Staples in misc. colors,28.728,3,0.2,1.7955,5.7456
1041,CA-2019-127670,3/20/2019,3/24/2019,Standard Class,RD-19660,United States,63376,Central,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,697.16,4,0,146.4036,0
1042,CA-2019-102981,9/6/2019,9/9/2019,Second Class,MO-17500,United States,10035,East,TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,31.86,2,0,11.151,0
1043,CA-2019-102981,9/6/2019,9/9/2019,Second Class,MO-17500,United States,10035,East,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",722.352,3,0.2,90.294,144.4704
1044,CA-2020-115651,7/9/2020,7/12/2020,First Class,NS-18640,United States,60610,Central,OFF-AR-10001130,Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack",8.84,5,0.2,2.9835,1.768
1045,CA-2020-115651,7/9/2020,7/12/2020,First Class,NS-18640,United States,60610,Central,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,58.464,9,0.8,-146.16,46.7712
1046,CA-2020-152702,10/12/2020,10/16/2020,Standard Class,SN-20710,United States,61107,Central,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",254.604,14,0.3,-18.186,76.3812
1047,CA-2019-169103,3/8/2019,3/13/2019,Standard Class,ZC-21910,United States,33142,South,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1363.96,5,0.2,85.2475,272.792
1048,CA-2019-169103,3/8/2019,3/13/2019,Standard Class,ZC-21910,United States,33142,South,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3,0.2,-3.8385,20.472
1049,CA-2017-139192,5/27/2017,6/1/2017,Second Class,LC-16885,United States,94109,West,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,1113.504,12,0.2,125.2692,222.7008
1050,CA-2017-139192,5/27/2017,6/1/2017,Second Class,LC-16885,United States,94109,West,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,99.99,1,0,37.9962,0
1051,US-2018-153500,7/3/2018,7/5/2018,First Class,DG-13300,United States,19134,East,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,168.464,2,0.2,-29.4812,33.6928
1052,US-2018-153500,7/3/2018,7/5/2018,First Class,DG-13300,United States,19134,East,OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",6.72,2,0.2,2.436,1.344
1053,US-2018-153500,7/3/2018,7/5/2018,First Class,DG-13300,United States,19134,East,FUR-FU-10004460,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",282.888,9,0.2,56.5776,56.5776
1054,CA-2018-110667,4/4/2018,4/8/2018,Standard Class,NF-18595,United States,10009,East,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,11.16,2,0,4.3524,0
1055,CA-2018-110667,4/4/2018,4/8/2018,Standard Class,NF-18595,United States,10009,East,FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,108.4,2,0,22.764,0
1056,CA-2018-110667,4/4/2018,4/8/2018,Standard Class,NF-18595,United States,10009,East,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,82.344,3,0.2,27.7911,16.4688
1057,CA-2018-110667,4/4/2018,4/8/2018,Standard Class,NF-18595,United States,10009,East,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,9.088,4,0.2,3.2944,1.8176
1058,CA-2020-167150,12/10/2020,12/17/2020,Standard Class,BP-11185,United States,92037,West,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,19.936,4,0.2,7.2268,3.9872
1059,CA-2020-167150,12/10/2020,12/17/2020,Standard Class,BP-11185,United States,92037,West,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",65.568,2,0.2,22.9488,13.1136
1060,CA-2019-105284,11/24/2019,12/1/2019,Standard Class,MG-17650,United States,19143,East,OFF-FA-10001754,Office Supplies,Fasteners,Stockwell Gold Paper Clips,4.416,3,0.2,1.6008,0.8832
1061,US-2018-125374,3/23/2018,3/29/2018,Standard Class,JD-16060,United States,77095,Central,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,107.772,2,0.3,-29.2524,32.3316
1062,CA-2018-161263,4/16/2018,4/21/2018,Standard Class,TS-21160,United States,43615,East,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,45.216,3,0.2,4.5216,9.0432
1063,CA-2018-161263,4/16/2018,4/21/2018,Standard Class,TS-21160,United States,43615,East,OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12/Pack",10.416,7,0.2,-2.2134,2.0832
1064,CA-2018-161263,4/16/2018,4/21/2018,Standard Class,TS-21160,United States,43615,East,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,7.872,3,0.2,1.2792,1.5744
1065,CA-2018-161263,4/16/2018,4/21/2018,Standard Class,TS-21160,United States,43615,East,TEC-PH-10002115,Technology,Phones,Plantronics 81402,118.782,3,0.4,-27.7158,47.5128
1066,CA-2018-161263,4/16/2018,4/21/2018,Standard Class,TS-21160,United States,43615,East,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,1.448,1,0.2,0.2353,0.2896
1067,CA-2018-161263,4/16/2018,4/21/2018,Standard Class,TS-21160,United States,43615,East,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",55.47,5,0.7,-46.225,38.829
1068,CA-2019-157686,10/1/2019,10/2/2019,First Class,BD-11620,United States,94122,West,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",194.848,4,0.2,12.178,38.9696
1069,US-2020-139955,9/28/2020,9/30/2020,Second Class,CM-12160,United States,78521,Central,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,1.744,1,0.2,-0.3488,0.3488
1070,US-2018-150161,7/25/2018,7/29/2018,Standard Class,RB-19795,United States,19143,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,25.176,4,0.7,-18.4624,17.6232
1071,CA-2018-144652,11/20/2018,11/26/2018,Standard Class,SN-20560,United States,90008,West,OFF-AR-10003732,Office Supplies,Art,Newell 333,19.46,7,0,5.0596,0
1072,CA-2019-152814,4/28/2019,5/2/2019,Standard Class,EH-14005,United States,80219,West,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,29.472,3,0.2,9.9468,5.8944
1073,CA-2020-106943,11/14/2020,11/19/2020,Standard Class,FO-14305,United States,10035,East,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,8.64,2,0.2,3.024,1.728
1074,CA-2019-134348,11/12/2019,11/19/2019,Standard Class,MS-17710,United States,85204,West,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,6.27,5,0.7,-4.598,4.389
1075,CA-2019-134348,11/12/2019,11/19/2019,Standard Class,MS-17710,United States,85204,West,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,4.368,7,0.7,-3.3488,3.0576
1076,CA-2019-134348,11/12/2019,11/19/2019,Standard Class,MS-17710,United States,85204,West,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads,31.984,2,0.2,1.999,6.3968
1077,CA-2019-161781,9/29/2019,9/30/2019,First Class,CC-12100,United States,47201,Central,OFF-AR-10000255,Office Supplies,Art,Newell 328,40.88,7,0,10.6288,0
1078,CA-2020-132521,9/23/2020,9/25/2020,Second Class,DW-13540,United States,98105,West,OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,119.96,2,0,33.5888,0
1079,CA-2020-132521,9/23/2020,9/25/2020,Second Class,DW-13540,United States,98105,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3,0,8.4888,0
1080,CA-2020-132521,9/23/2020,9/25/2020,Second Class,DW-13540,United States,98105,West,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,6.88,1,0.2,2.322,1.376
1081,CA-2018-110016,11/29/2018,12/4/2018,Standard Class,BT-11395,United States,48227,Central,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,19.92,4,0,9.3624,0
1082,CA-2018-110016,11/29/2018,12/4/2018,Standard Class,BT-11395,United States,48227,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",1106.91,9,0,121.7601,0
1083,US-2019-143819,3/1/2019,3/5/2019,Standard Class,KD-16270,United States,10701,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,836.592,8,0.4,-264.9208,334.6368
1084,US-2019-143819,3/1/2019,3/5/2019,Standard Class,KD-16270,United States,10701,East,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,26.38,1,0,12.1348,0
1085,US-2019-143819,3/1/2019,3/5/2019,Standard Class,KD-16270,United States,10701,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,362.92,2,0,105.2468,0
1086,US-2019-143819,3/1/2019,3/5/2019,Standard Class,KD-16270,United States,10701,East,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,4899.93,7,0,2400.9657,0
1087,CA-2019-167584,8/12/2019,8/12/2019,Same Day,LC-16870,United States,50315,Central,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,6.48,1,0,3.1104,0
1088,CA-2019-166163,8/15/2019,8/20/2019,Second Class,CY-12745,United States,94601,West,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),71.976,3,0.2,7.1976,14.3952
1089,CA-2019-166163,8/15/2019,8/20/2019,Second Class,CY-12745,United States,94601,West,OFF-LA-10000452,Office Supplies,Labels,Avery 488,3.15,1,0,1.512,0
1090,CA-2020-158407,6/4/2020,6/10/2020,Standard Class,LW-16990,United States,28110,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,31.984,2,0.2,1.999,6.3968
1091,CA-2020-158407,6/4/2020,6/10/2020,Standard Class,LW-16990,United States,28110,South,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,71.984,2,0.2,25.1944,14.3968
1092,CA-2018-143490,12/6/2018,12/13/2018,Standard Class,NP-18325,United States,92105,West,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,120.15,9,0,33.642,0
1093,CA-2018-143490,12/6/2018,12/13/2018,Standard Class,NP-18325,United States,92105,West,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,219.184,2,0.2,19.1786,43.8368
1094,CA-2018-165085,12/27/2018,12/31/2018,Standard Class,BT-11485,United States,20735,East,OFF-PA-10000605,Office Supplies,Paper,Xerox 1950,28.9,5,0,14.161,0
1095,CA-2018-165085,12/27/2018,12/31/2018,Standard Class,BT-11485,United States,20735,East,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,355.96,2,0,103.2284,0
1096,CA-2020-160423,1/21/2020,1/26/2020,Standard Class,PS-19045,United States,28205,South,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",348.208,7,0.2,30.4682,69.6416
1097,CA-2020-160423,1/21/2020,1/26/2020,Standard Class,PS-19045,United States,28205,South,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,35.784,7,0.7,-28.6272,25.0488
1098,CA-2017-159338,6/25/2017,6/28/2017,First Class,NS-18640,United States,90049,West,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,447.84,5,0.2,11.196,89.568
1099,CA-2019-107216,6/14/2019,6/17/2019,First Class,PV-18985,United States,94122,West,OFF-AR-10001545,Office Supplies,Art,Newell 326,7.04,4,0,2.0416,0
1100,CA-2019-107216,6/14/2019,6/17/2019,First Class,PV-18985,United States,94122,West,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",8.73,3,0,4.1031,0
1101,CA-2019-107216,6/14/2019,6/17/2019,First Class,PV-18985,United States,94122,West,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,29.29,1,0,9.6657,0
1102,CA-2019-107216,6/14/2019,6/17/2019,First Class,PV-18985,United States,94122,West,OFF-AR-10002255,Office Supplies,Art,Newell 346,8.64,3,0,2.5056,0
1103,US-2020-145863,4/21/2020,4/27/2020,Standard Class,RP-19390,United States,77041,Central,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,2.694,3,0.8,-4.7145,2.1552
1104,US-2020-145863,4/21/2020,4/27/2020,Standard Class,RP-19390,United States,77041,Central,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,2.934,3,0.8,-4.9878,2.3472
1105,CA-2019-112340,10/21/2019,10/27/2019,Standard Class,NM-18520,United States,92503,West,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",22.92,3,0,11.2308,0
1106,US-2019-110156,11/19/2019,11/24/2019,Standard Class,EH-13945,United States,77041,Central,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",100.704,6,0.2,-16.3644,20.1408
1107,US-2019-110156,11/19/2019,11/24/2019,Standard Class,EH-13945,United States,77041,Central,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.328,2,0.6,-0.7566,1.3968
1108,US-2019-110156,11/19/2019,11/24/2019,Standard Class,EH-13945,United States,77041,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",10.78,5,0.8,-17.248,8.624
1109,US-2019-110156,11/19/2019,11/24/2019,Standard Class,EH-13945,United States,77041,Central,OFF-FA-10003495,Office Supplies,Fasteners,Staples,58.368,12,0.2,21.888,11.6736
1110,US-2019-110156,11/19/2019,11/24/2019,Standard Class,EH-13945,United States,77041,Central,OFF-EN-10003798,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",40.968,3,0.2,13.8267,8.1936
1111,US-2019-110156,11/19/2019,11/24/2019,Standard Class,EH-13945,United States,77041,Central,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,71.96,5,0.2,25.186,14.392
1112,US-2019-110156,11/19/2019,11/24/2019,Standard Class,EH-13945,United States,77041,Central,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,10.368,2,0.2,3.6288,2.0736
1113,US-2019-110156,11/19/2019,11/24/2019,Standard Class,EH-13945,United States,77041,Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.192,2,0.8,-2.0264,0.9536
